ID_Cliente,Data_Aquisicao,Canal_Aquisicao,Campanha_Aquisicao,Segmento,Regiao,Total_Pedidos,LTV,Status,Cohort
297,2023-01-03,TikTok Ads,Performance_Search,SMB,RS,2,497.99,active,2023-01
298,2023-01-03,TikTok Ads,Performance_Search,SMB,SC,5,1149.27,active,2023-01
299,2023-01-03,TikTok Ads,Performance_Search,Mid-Market,RJ,5,1920.47,active,2023-01
300,2023-01-03,TikTok Ads,Performance_Search,Mid-Market,SC,7,3265.01,churned,2023-01
301,2023-01-03,TikTok Ads,Performance_Search,Mid-Market,SP,3,1863.1,churned,2023-01
302,2023-01-03,TikTok Ads,Performance_Search,SMB,GO,2,347.15,active,2023-01
303,2023-01-03,TikTok Ads,Performance_Shopping,SMB,GO,3,659.62,active,2023-01
304,2023-01-03,TikTok Ads,Performance_Shopping,Mid-Market,PE,2,1415.0,active,2023-01
305,2023-01-03,TikTok Ads,Performance_Shopping,Mid-Market,CE,4,2717.81,active,2023-01
306,2023-01-03,TikTok Ads,Performance_Shopping,SMB,MG,4,1050.23,active,2023-01
307,2023-01-03,TikTok Ads,Performance_Shopping,SMB,CE,6,1425.77,churned,2023-01
308,2023-01-03,TikTok Ads,Performance_Shopping,Mid-Market,MG,3,2172.51,churned,2023-01
309,2023-01-03,TikTok Ads,Performance_Shopping,SMB,SP,3,671.55,active,2023-01
310,2023-01-03,TikTok Ads,Performance_Shopping,Enterprise,SP,4,4581.71,active,2023-01
311,2023-01-03,TikTok Ads,Performance_Shopping,Mid-Market,GO,4,2125.97,active,2023-01
312,2023-01-03,TikTok Ads,Performance_Shopping,SMB,SP,4,636.48,active,2023-01
313,2023-01-03,TikTok Ads,Performance_Shopping,SMB,SC,10,2024.29,active,2023-01
314,2023-01-03,TikTok Ads,Performance_Shopping,SMB,PR,1,342.14,churned,2023-01
315,2023-01-03,TikTok Ads,Performance_Shopping,Mid-Market,RS,7,2891.17,active,2023-01
316,2023-01-03,TikTok Ads,Performance_Shopping,SMB,RJ,5,854.31,churned,2023-01
317,2023-01-03,TikTok Ads,Performance_Shopping,SMB,PR,3,669.52,churned,2023-01
318,2023-01-03,TikTok Ads,Performance_Shopping,SMB,RJ,4,587.85,churned,2023-01
319,2023-01-03,TikTok Ads,Performance_Shopping,SMB,SP,4,436.32,churned,2023-01
320,2023-01-03,TikTok Ads,Performance_Shopping,Mid-Market,SC,6,2960.34,active,2023-01
321,2023-01-03,TikTok Ads,Performance_Shopping,Enterprise,PR,5,5416.07,churned,2023-01
322,2023-01-03,TikTok Ads,Performance_Shopping,SMB,SP,1,134.56,active,2023-01
323,2023-01-03,TikTok Ads,Performance_Shopping,SMB,RJ,5,803.13,churned,2023-01
324,2023-01-03,TikTok Ads,Performance_Shopping,SMB,RS,2,206.48,churned,2023-01
325,2023-01-03,TikTok Ads,Remarketing_Display,SMB,DF,5,749.6,active,2023-01
326,2023-01-03,TikTok Ads,Remarketing_Display,SMB,SP,6,1137.03,active,2023-01
327,2023-01-03,TikTok Ads,Remarketing_Display,SMB,RJ,3,566.85,active,2023-01
328,2023-01-03,TikTok Ads,Remarketing_Display,SMB,PE,5,1113.78,active,2023-01
329,2023-01-03,TikTok Ads,Remarketing_Display,Mid-Market,SP,3,3009.62,churned,2023-01
330,2023-01-03,TikTok Ads,Remarketing_Display,Mid-Market,RJ,4,2234.48,active,2023-01
331,2023-01-03,TikTok Ads,Remarketing_Display,SMB,DF,5,1382.92,active,2023-01
332,2023-01-03,TikTok Ads,Remarketing_Display,Mid-Market,RS,8,2975.17,churned,2023-01
333,2023-01-03,TikTok Ads,Remarketing_Display,SMB,SP,3,716.63,churned,2023-01
334,2023-01-03,TikTok Ads,Remarketing_Display,SMB,RJ,4,772.78,active,2023-01
335,2023-01-03,TikTok Ads,Remarketing_Display,Mid-Market,SP,3,917.36,active,2023-01
336,2023-01-03,TikTok Ads,Remarketing_Display,Mid-Market,ES,2,751.86,active,2023-01
337,2023-01-03,TikTok Ads,Video_Awareness_Amplo,SMB,DF,2,206.04,active,2023-01
338,2023-01-03,TikTok Ads,Video_Awareness_Amplo,Mid-Market,MG,2,732.29,churned,2023-01
339,2023-01-03,TikTok Ads,Video_Awareness_Amplo,Enterprise,SC,3,3019.11,active,2023-01
340,2023-01-03,TikTok Ads,Video_Awareness_Amplo,SMB,DF,2,563.19,active,2023-01
341,2023-01-03,TikTok Ads,Video_Awareness_Amplo,SMB,SP,4,472.86,active,2023-01
342,2023-01-04,Google Ads,Display_Generico,SMB,SP,6,890.42,churned,2023-01
343,2023-01-04,Google Ads,Display_Generico,SMB,RJ,3,793.19,active,2023-01
344,2023-01-04,Google Ads,Lead_Generation,Mid-Market,RS,8,3998.03,active,2023-01
345,2023-01-04,Google Ads,Lead_Generation,SMB,DF,3,277.18,churned,2023-01
346,2023-01-04,Google Ads,Lead_Generation,Mid-Market,SP,5,2368.49,active,2023-01
347,2023-01-04,Google Ads,Lead_Generation,SMB,GO,6,1027.53,active,2023-01
348,2023-01-04,Google Ads,Lead_Generation,SMB,RJ,4,759.63,active,2023-01
349,2023-01-04,Google Ads,Lead_Generation,SMB,SP,4,624.06,active,2023-01
350,2023-01-04,Google Ads,Lead_Generation,Mid-Market,SP,6,3417.29,active,2023-01
351,2023-01-04,Google Ads,Lead_Generation,Enterprise,SC,5,5077.18,active,2023-01
352,2023-01-04,Google Ads,Lead_Generation,SMB,BA,2,332.83,active,2023-01
353,2023-01-04,Google Ads,Lead_Generation,SMB,RJ,4,981.8,active,2023-01
354,2023-01-04,Google Ads,Lead_Generation,SMB,SP,1,102.04,active,2023-01
355,2023-01-04,Google Ads,Performance_Search,SMB,SP,5,910.54,churned,2023-01
356,2023-01-04,Google Ads,Performance_Search,Mid-Market,RJ,6,3422.79,active,2023-01
357,2023-01-04,Google Ads,Performance_Search,SMB,DF,3,800.65,churned,2023-01
358,2023-01-04,Google Ads,Performance_Search,Enterprise,SC,4,4637.2,churned,2023-01
359,2023-01-04,Google Ads,Performance_Search,Enterprise,SP,2,1578.31,churned,2023-01
360,2023-01-04,Google Ads,Performance_Search,Mid-Market,PE,2,461.72,churned,2023-01
361,2023-01-04,Google Ads,Performance_Search,Mid-Market,PR,2,1523.22,active,2023-01
362,2023-01-04,Google Ads,Performance_Shopping,Mid-Market,SP,2,1704.79,active,2023-01
363,2023-01-04,Google Ads,Performance_Shopping,SMB,SP,5,1159.59,churned,2023-01
364,2023-01-04,Google Ads,Performance_Shopping,SMB,PR,4,566.51,active,2023-01
365,2023-01-04,Google Ads,Performance_Shopping,SMB,SP,9,1340.69,active,2023-01
366,2023-01-04,Google Ads,Performance_Shopping,Mid-Market,DF,3,1755.82,churned,2023-01
367,2023-01-04,Google Ads,Performance_Shopping,Mid-Market,PE,10,6452.68,active,2023-01
368,2023-01-04,Google Ads,Performance_Shopping,Mid-Market,SP,3,2003.93,active,2023-01
369,2023-01-04,Google Ads,Performance_Shopping,SMB,MG,1,263.48,active,2023-01
370,2023-01-04,Google Ads,Performance_Shopping,Enterprise,SC,4,5004.82,active,2023-01
371,2023-01-04,Google Ads,Remarketing_Display,Mid-Market,MG,4,2916.51,churned,2023-01
372,2023-01-04,Google Ads,Remarketing_Display,SMB,RJ,7,1640.89,active,2023-01
373,2023-01-04,Google Ads,Video_Awareness_Amplo,Mid-Market,PE,5,2113.16,active,2023-01
374,2023-01-04,Google Ads,Video_Awareness_Amplo,SMB,MG,2,328.37,churned,2023-01
375,2023-01-04,Meta Ads,Display_Generico,SMB,RJ,6,1439.65,active,2023-01
376,2023-01-04,Meta Ads,Lead_Generation,SMB,RJ,4,1078.6,churned,2023-01
377,2023-01-04,Meta Ads,Lead_Generation,SMB,PR,2,404.13,churned,2023-01
378,2023-01-04,Meta Ads,Lead_Generation,Mid-Market,SP,4,2661.85,active,2023-01
379,2023-01-04,Meta Ads,Lead_Generation,SMB,PR,3,521.94,active,2023-01
380,2023-01-04,Meta Ads,Lead_Generation,SMB,SP,3,318.82,active,2023-01
381,2023-01-04,Meta Ads,Lead_Generation,Mid-Market,BA,5,1462.9,active,2023-01
382,2023-01-04,Meta Ads,Lead_Generation,SMB,SP,7,1372.53,active,2023-01
383,2023-01-04,Meta Ads,Lead_Generation,Mid-Market,RS,3,2389.13,churned,2023-01
384,2023-01-04,Meta Ads,Lead_Generation,SMB,SP,8,1801.48,active,2023-01
385,2023-01-04,Meta Ads,Lead_Generation,SMB,PE,6,1070.03,churned,2023-01
386,2023-01-04,Meta Ads,Lead_Generation,Mid-Market,SP,3,2511.03,churned,2023-01
387,2023-01-04,Meta Ads,Lead_Generation,Enterprise,SP,2,1982.51,active,2023-01
388,2023-01-04,Meta Ads,Lead_Generation,SMB,MG,9,1906.48,active,2023-01
389,2023-01-04,Meta Ads,Lead_Generation,SMB,RS,3,522.27,active,2023-01
390,2023-01-04,Meta Ads,Performance_Search,Mid-Market,CE,6,3687.92,churned,2023-01
391,2023-01-04,Meta Ads,Performance_Search,SMB,SP,4,638.5,active,2023-01
392,2023-01-04,Meta Ads,Performance_Search,SMB,MG,1,305.43,active,2023-01
393,2023-01-04,Meta Ads,Performance_Search,SMB,MG,6,1064.37,churned,2023-01
394,2023-01-04,Meta Ads,Performance_Search,SMB,RS,4,749.11,churned,2023-01
395,2023-01-04,Meta Ads,Performance_Search,SMB,SP,2,377.25,active,2023-01
396,2023-01-04,Meta Ads,Performance_Search,SMB,CE,3,840.78,churned,2023-01
397,2023-01-04,Meta Ads,Performance_Search,SMB,MG,5,823.02,active,2023-01
398,2023-01-04,Meta Ads,Performance_Search,SMB,SP,6,1490.34,active,2023-01
399,2023-01-04,Meta Ads,Performance_Search,SMB,RJ,5,1316.62,active,2023-01
400,2023-01-04,Meta Ads,Performance_Search,Mid-Market,MG,5,2982.27,active,2023-01
401,2023-01-04,Meta Ads,Performance_Search,SMB,MG,5,870.03,churned,2023-01
402,2023-01-04,Meta Ads,Performance_Search,Enterprise,SC,3,3904.81,active,2023-01
403,2023-01-04,Meta Ads,Performance_Shopping,SMB,SC,5,561.15,churned,2023-01
404,2023-01-04,Meta Ads,Performance_Shopping,SMB,SP,4,719.89,churned,2023-01
405,2023-01-04,Meta Ads,Performance_Shopping,SMB,BA,5,1067.48,active,2023-01
406,2023-01-04,Meta Ads,Performance_Shopping,SMB,BA,6,1150.65,churned,2023-01
407,2023-01-04,Meta Ads,Performance_Shopping,SMB,MG,2,477.02,active,2023-01
408,2023-01-04,Meta Ads,Performance_Shopping,Mid-Market,PR,5,3021.96,churned,2023-01
409,2023-01-04,Meta Ads,Performance_Shopping,Enterprise,SP,6,7293.32,active,2023-01
410,2023-01-04,Meta Ads,Performance_Shopping,Mid-Market,CE,3,2091.72,active,2023-01
411,2023-01-04,Meta Ads,Remarketing_Display,Mid-Market,SC,4,1252.03,active,2023-01
412,2023-01-04,Meta Ads,Remarketing_Display,Mid-Market,RS,3,1648.02,active,2023-01
413,2023-01-04,Meta Ads,Remarketing_Display,SMB,RJ,8,1292.39,churned,2023-01
414,2023-01-04,Meta Ads,Remarketing_Display,SMB,SC,4,481.7,active,2023-01
415,2023-01-04,Meta Ads,Remarketing_Display,SMB,PE,4,750.68,active,2023-01
416,2023-01-04,Meta Ads,Video_Awareness_Amplo,SMB,ES,5,1332.43,churned,2023-01
417,2023-01-04,Meta Ads,Video_Awareness_Amplo,Enterprise,RS,5,5603.08,active,2023-01
418,2023-01-04,Meta Ads,Video_Awareness_Amplo,Enterprise,BA,5,6244.77,active,2023-01
419,2023-01-04,TikTok Ads,Display_Generico,SMB,PE,6,1240.7,churned,2023-01
420,2023-01-04,TikTok Ads,Display_Generico,SMB,SP,3,653.22,active,2023-01
421,2023-01-04,TikTok Ads,Display_Generico,SMB,SP,4,625.41,churned,2023-01
422,2023-01-04,TikTok Ads,Lead_Generation,SMB,SP,3,590.95,churned,2023-01
423,2023-01-04,TikTok Ads,Lead_Generation,Mid-Market,CE,5,2433.71,active,2023-01
424,2023-01-04,TikTok Ads,Lead_Generation,Mid-Market,DF,3,1052.41,active,2023-01
425,2023-01-04,TikTok Ads,Lead_Generation,Mid-Market,PE,2,1239.88,churned,2023-01
426,2023-01-04,TikTok Ads,Lead_Generation,Mid-Market,PR,3,1481.89,churned,2023-01
427,2023-01-04,TikTok Ads,Lead_Generation,Mid-Market,SP,2,1043.85,churned,2023-01
428,2023-01-04,TikTok Ads,Lead_Generation,Enterprise,SP,8,6962.74,active,2023-01
429,2023-01-04,TikTok Ads,Lead_Generation,SMB,SP,6,1370.3,active,2023-01
430,2023-01-04,TikTok Ads,Lead_Generation,SMB,RJ,5,1271.15,active,2023-01
431,2023-01-04,TikTok Ads,Lead_Generation,SMB,SP,3,323.09,churned,2023-01
432,2023-01-04,TikTok Ads,Lead_Generation,Mid-Market,ES,3,1879.27,active,2023-01
433,2023-01-04,TikTok Ads,Lead_Generation,Enterprise,RJ,5,4409.28,active,2023-01
434,2023-01-04,TikTok Ads,Lead_Generation,Mid-Market,MG,1,346.85,active,2023-01
435,2023-01-04,TikTok Ads,Lead_Generation,Mid-Market,PR,9,3173.39,churned,2023-01
436,2023-01-04,TikTok Ads,Lead_Generation,SMB,PE,5,589.91,active,2023-01
437,2023-01-04,TikTok Ads,Lead_Generation,SMB,SP,4,442.35,active,2023-01
438,2023-01-04,TikTok Ads,Lead_Generation,SMB,DF,4,1093.07,churned,2023-01
439,2023-01-04,TikTok Ads,Lead_Generation,Mid-Market,CE,3,1524.33,churned,2023-01
440,2023-01-04,TikTok Ads,Lead_Generation,SMB,SP,1,100.51,active,2023-01
441,2023-01-04,TikTok Ads,Performance_Search,SMB,SP,5,1216.97,churned,2023-01
442,2023-01-04,TikTok Ads,Performance_Search,SMB,SP,3,310.25,active,2023-01
443,2023-01-04,TikTok Ads,Performance_Search,SMB,RJ,3,606.08,active,2023-01
444,2023-01-04,TikTok Ads,Performance_Search,SMB,PR,3,504.05,active,2023-01
445,2023-01-04,TikTok Ads,Performance_Search,SMB,CE,3,496.52,active,2023-01
446,2023-01-04,TikTok Ads,Performance_Search,Mid-Market,MG,4,2448.48,active,2023-01
447,2023-01-04,TikTok Ads,Performance_Search,Enterprise,SP,8,7444.73,active,2023-01
448,2023-01-04,TikTok Ads,Performance_Search,SMB,RJ,4,1104.33,active,2023-01
449,2023-01-04,TikTok Ads,Performance_Search,SMB,SP,6,992.04,active,2023-01
450,2023-01-04,TikTok Ads,Performance_Search,SMB,SP,4,782.1,active,2023-01
451,2023-01-04,TikTok Ads,Performance_Search,SMB,BA,4,576.33,active,2023-01
452,2023-01-04,TikTok Ads,Performance_Search,SMB,PR,5,1364.0,active,2023-01
453,2023-01-04,TikTok Ads,Performance_Search,SMB,MG,4,1048.24,churned,2023-01
454,2023-01-04,TikTok Ads,Performance_Search,Mid-Market,MG,4,2904.69,churned,2023-01
455,2023-01-04,TikTok Ads,Performance_Search,Mid-Market,CE,3,1886.87,active,2023-01
456,2023-01-04,TikTok Ads,Performance_Search,SMB,PE,2,428.67,active,2023-01
457,2023-01-04,TikTok Ads,Performance_Search,SMB,SC,2,240.37,churned,2023-01
458,2023-01-04,TikTok Ads,Performance_Search,SMB,RS,2,649.68,active,2023-01
459,2023-01-04,TikTok Ads,Performance_Search,SMB,GO,6,853.39,active,2023-01
460,2023-01-04,TikTok Ads,Performance_Search,Mid-Market,MG,3,1886.53,active,2023-01
461,2023-01-04,TikTok Ads,Performance_Search,SMB,RJ,1,112.93,active,2023-01
462,2023-01-04,TikTok Ads,Performance_Search,Enterprise,SP,3,3504.4,churned,2023-01
463,2023-01-04,TikTok Ads,Performance_Search,Mid-Market,RS,5,2434.5,active,2023-01
464,2023-01-04,TikTok Ads,Performance_Search,SMB,SP,5,1109.62,active,2023-01
465,2023-01-04,TikTok Ads,Performance_Search,SMB,SP,3,794.29,churned,2023-01
466,2023-01-04,TikTok Ads,Performance_Shopping,SMB,SP,5,1021.6,active,2023-01
467,2023-01-04,TikTok Ads,Performance_Shopping,Enterprise,RS,4,3663.23,active,2023-01
468,2023-01-04,TikTok Ads,Performance_Shopping,SMB,CE,2,496.65,active,2023-01
469,2023-01-04,TikTok Ads,Performance_Shopping,SMB,CE,5,1180.19,active,2023-01
470,2023-01-04,TikTok Ads,Performance_Shopping,Mid-Market,RS,6,3091.39,active,2023-01
471,2023-01-04,TikTok Ads,Performance_Shopping,SMB,PE,6,1226.98,active,2023-01
472,2023-01-04,TikTok Ads,Performance_Shopping,SMB,GO,4,881.42,active,2023-01
473,2023-01-04,TikTok Ads,Performance_Shopping,SMB,PR,2,390.02,active,2023-01
474,2023-01-04,TikTok Ads,Performance_Shopping,SMB,PR,2,330.32,churned,2023-01
475,2023-01-04,TikTok Ads,Performance_Shopping,SMB,SP,5,1043.78,churned,2023-01
476,2023-01-04,TikTok Ads,Performance_Shopping,Mid-Market,PE,4,3059.6,churned,2023-01
477,2023-01-04,TikTok Ads,Performance_Shopping,Enterprise,CE,7,7119.96,active,2023-01
478,2023-01-04,TikTok Ads,Performance_Shopping,SMB,SC,5,887.84,active,2023-01
479,2023-01-04,TikTok Ads,Performance_Shopping,SMB,SP,4,868.87,active,2023-01
480,2023-01-04,TikTok Ads,Performance_Shopping,SMB,RJ,3,440.24,churned,2023-01
481,2023-01-04,TikTok Ads,Performance_Shopping,SMB,RJ,3,551.21,active,2023-01
482,2023-01-04,TikTok Ads,Performance_Shopping,Enterprise,SP,2,2038.09,active,2023-01
483,2023-01-04,TikTok Ads,Performance_Shopping,Enterprise,PR,6,5333.71,active,2023-01
484,2023-01-04,TikTok Ads,Remarketing_Display,SMB,RJ,6,1524.1,active,2023-01
485,2023-01-04,TikTok Ads,Remarketing_Display,SMB,GO,5,1092.9,churned,2023-01
486,2023-01-04,TikTok Ads,Remarketing_Display,Mid-Market,SP,5,3736.75,active,2023-01
487,2023-01-04,TikTok Ads,Remarketing_Display,SMB,CE,2,471.58,churned,2023-01
488,2023-01-04,TikTok Ads,Remarketing_Display,SMB,PR,5,1062.68,churned,2023-01
489,2023-01-04,TikTok Ads,Remarketing_Display,Mid-Market,SC,7,3150.37,active,2023-01
490,2023-01-04,TikTok Ads,Remarketing_Display,Mid-Market,SP,2,1194.31,active,2023-01
491,2023-01-04,TikTok Ads,Remarketing_Display,Enterprise,PR,2,2416.23,churned,2023-01
492,2023-01-04,TikTok Ads,Remarketing_Display,Enterprise,SP,3,2656.68,active,2023-01
493,2023-01-04,TikTok Ads,Remarketing_Display,SMB,MG,4,625.14,active,2023-01
494,2023-01-04,TikTok Ads,Remarketing_Display,Mid-Market,GO,4,2380.77,churned,2023-01
495,2023-01-04,TikTok Ads,Video_Awareness_Amplo,SMB,SP,4,975.34,active,2023-01
496,2023-01-04,TikTok Ads,Video_Awareness_Amplo,SMB,SC,2,335.53,churned,2023-01
497,2023-01-04,TikTok Ads,Video_Awareness_Amplo,SMB,PR,4,430.69,active,2023-01
498,2023-01-04,TikTok Ads,Video_Awareness_Amplo,SMB,SP,4,882.46,churned,2023-01
499,2023-01-04,TikTok Ads,Video_Awareness_Amplo,Mid-Market,ES,2,1313.23,churned,2023-01
500,2023-01-05,Google Ads,Display_Generico,Mid-Market,SP,3,1174.94,active,2023-01
501,2023-01-05,Google Ads,Lead_Generation,SMB,MG,5,1105.99,churned,2023-01
502,2023-01-05,Google Ads,Lead_Generation,SMB,RJ,9,2324.74,active,2023-01
503,2023-01-05,Google Ads,Lead_Generation,Enterprise,SP,3,3595.31,active,2023-01
504,2023-01-05,Google Ads,Lead_Generation,SMB,BA,5,1004.04,active,2023-01
505,2023-01-05,Google Ads,Performance_Search,Mid-Market,MG,4,1256.91,churned,2023-01
506,2023-01-05,Google Ads,Performance_Search,SMB,PR,3,400.83,churned,2023-01
507,2023-01-05,Google Ads,Performance_Search,Mid-Market,SC,2,693.43,churned,2023-01
508,2023-01-05,Google Ads,Performance_Shopping,Mid-Market,MG,4,3220.57,churned,2023-01
509,2023-01-05,Google Ads,Performance_Shopping,SMB,SP,3,650.34,active,2023-01
510,2023-01-05,Google Ads,Performance_Shopping,SMB,SP,1,228.34,churned,2023-01
511,2023-01-05,Google Ads,Performance_Shopping,SMB,SP,4,541.85,active,2023-01
512,2023-01-05,Google Ads,Performance_Shopping,SMB,PR,2,363.68,active,2023-01
513,2023-01-05,Google Ads,Performance_Shopping,Mid-Market,SC,3,1237.16,churned,2023-01
514,2023-01-05,Google Ads,Performance_Shopping,SMB,PE,1,364.34,churned,2023-01
515,2023-01-05,Google Ads,Performance_Shopping,SMB,SC,9,1654.4,active,2023-01
516,2023-01-05,Google Ads,Remarketing_Display,Mid-Market,PE,5,2701.63,churned,2023-01
517,2023-01-05,Google Ads,Remarketing_Display,SMB,SP,2,421.0,churned,2023-01
518,2023-01-05,Google Ads,Remarketing_Display,SMB,ES,6,1267.25,active,2023-01
519,2023-01-05,Google Ads,Remarketing_Display,Mid-Market,RJ,3,1367.63,churned,2023-01
520,2023-01-05,Google Ads,Video_Awareness_Amplo,Enterprise,SP,4,3704.89,active,2023-01
521,2023-01-05,Google Ads,Video_Awareness_Amplo,SMB,ES,3,484.8,churned,2023-01
522,2023-01-05,Google Ads,Video_Awareness_Amplo,SMB,SP,3,527.74,churned,2023-01
523,2023-01-05,Meta Ads,Display_Generico,Mid-Market,SP,4,3384.28,active,2023-01
524,2023-01-05,Meta Ads,Display_Generico,SMB,CE,4,745.04,active,2023-01
525,2023-01-05,Meta Ads,Lead_Generation,SMB,SP,7,1133.87,active,2023-01
526,2023-01-05,Meta Ads,Lead_Generation,Enterprise,PR,5,4054.32,active,2023-01
527,2023-01-05,Meta Ads,Lead_Generation,Mid-Market,RJ,3,994.81,active,2023-01
528,2023-01-05,Meta Ads,Lead_Generation,SMB,SP,2,515.84,active,2023-01
529,2023-01-05,Meta Ads,Lead_Generation,Mid-Market,SP,6,2921.89,active,2023-01
530,2023-01-05,Meta Ads,Lead_Generation,SMB,RJ,3,447.98,active,2023-01
531,2023-01-05,Meta Ads,Lead_Generation,SMB,RJ,7,1397.82,churned,2023-01
532,2023-01-05,Meta Ads,Lead_Generation,Mid-Market,SC,3,1050.57,active,2023-01
533,2023-01-05,Meta Ads,Lead_Generation,Mid-Market,BA,6,3292.23,churned,2023-01
534,2023-01-05,Meta Ads,Performance_Search,SMB,ES,4,544.35,active,2023-01
535,2023-01-05,Meta Ads,Performance_Search,Enterprise,SP,3,3512.49,active,2023-01
536,2023-01-05,Meta Ads,Performance_Search,Mid-Market,RJ,2,668.02,active,2023-01
537,2023-01-05,Meta Ads,Performance_Search,SMB,SP,5,777.19,churned,2023-01
538,2023-01-05,Meta Ads,Performance_Search,SMB,CE,3,591.3,active,2023-01
539,2023-01-05,Meta Ads,Performance_Search,Mid-Market,SP,2,584.98,churned,2023-01
540,2023-01-05,Meta Ads,Performance_Search,SMB,GO,5,1652.6,churned,2023-01
541,2023-01-05,Meta Ads,Performance_Search,Mid-Market,BA,5,3104.87,active,2023-01
542,2023-01-05,Meta Ads,Performance_Shopping,Enterprise,RS,3,3199.93,active,2023-01
543,2023-01-05,Meta Ads,Performance_Shopping,SMB,MG,4,663.39,churned,2023-01
544,2023-01-05,Meta Ads,Performance_Shopping,Mid-Market,RJ,2,1217.61,churned,2023-01
545,2023-01-05,Meta Ads,Performance_Shopping,SMB,MG,4,454.33,churned,2023-01
546,2023-01-05,Meta Ads,Performance_Shopping,SMB,DF,5,1117.67,churned,2023-01
547,2023-01-05,Meta Ads,Performance_Shopping,Mid-Market,PE,3,882.99,active,2023-01
548,2023-01-05,Meta Ads,Performance_Shopping,SMB,SP,5,1156.31,churned,2023-01
549,2023-01-05,Meta Ads,Performance_Shopping,Mid-Market,SP,5,2923.09,active,2023-01
550,2023-01-05,Meta Ads,Remarketing_Display,SMB,DF,2,401.74,churned,2023-01
551,2023-01-05,Meta Ads,Remarketing_Display,SMB,CE,6,777.71,active,2023-01
552,2023-01-05,Meta Ads,Remarketing_Display,Mid-Market,RS,7,2036.86,churned,2023-01
553,2023-01-05,Meta Ads,Remarketing_Display,SMB,MG,4,744.78,churned,2023-01
554,2023-01-05,Meta Ads,Video_Awareness_Amplo,SMB,SP,4,1049.64,churned,2023-01
555,2023-01-05,Meta Ads,Video_Awareness_Amplo,Mid-Market,MG,2,1481.28,active,2023-01
556,2023-01-05,TikTok Ads,Display_Generico,SMB,SP,4,639.81,churned,2023-01
557,2023-01-05,TikTok Ads,Display_Generico,SMB,BA,2,365.06,churned,2023-01
558,2023-01-05,TikTok Ads,Display_Generico,Mid-Market,CE,5,2574.51,churned,2023-01
559,2023-01-05,TikTok Ads,Lead_Generation,SMB,CE,5,766.72,churned,2023-01
560,2023-01-05,TikTok Ads,Lead_Generation,SMB,RJ,6,853.45,churned,2023-01
561,2023-01-05,TikTok Ads,Lead_Generation,SMB,SP,5,1138.47,active,2023-01
562,2023-01-05,TikTok Ads,Lead_Generation,Mid-Market,SP,1,381.6,active,2023-01
563,2023-01-05,TikTok Ads,Lead_Generation,SMB,PE,2,644.71,churned,2023-01
564,2023-01-05,TikTok Ads,Lead_Generation,Enterprise,BA,1,782.97,active,2023-01
565,2023-01-05,TikTok Ads,Lead_Generation,SMB,CE,3,802.6,active,2023-01
566,2023-01-05,TikTok Ads,Lead_Generation,Mid-Market,SC,5,2197.77,churned,2023-01
567,2023-01-05,TikTok Ads,Lead_Generation,Mid-Market,RJ,3,1260.35,active,2023-01
568,2023-01-05,TikTok Ads,Lead_Generation,Mid-Market,SP,2,1224.12,churned,2023-01
569,2023-01-05,TikTok Ads,Lead_Generation,Mid-Market,MG,3,2770.98,active,2023-01
570,2023-01-05,TikTok Ads,Lead_Generation,SMB,SP,4,874.39,churned,2023-01
