date,channel,campaign,total_sessions,bounced_sessions,mobile_sessions,desktop_sessions,tablet_sessions,total_pages,total_duration_seconds
2023-01-21,Google Ads,Display_Generico,284,170,191,78,15,569,20500
2023-01-21,Google Ads,Video_Awareness_Amplo,251,149,157,75,19,506,18280
2023-01-21,Meta Ads,Performance_Search,351,207,215,116,20,711,25740
2023-01-21,Meta Ads,Performance_Shopping,263,156,167,88,8,530,19170
2023-01-21,Meta Ads,Remarketing_Display,115,47,75,33,7,285,11140
2023-01-21,Meta Ads,Lead_Generation,270,160,172,86,12,545,19700
2023-01-21,Meta Ads,Display_Generico,462,276,300,138,24,927,33420
2023-01-21,Meta Ads,Video_Awareness_Amplo,339,202,219,106,14,681,24590
2023-01-21,TikTok Ads,Performance_Search,291,175,199,75,17,581,20900
2023-01-21,TikTok Ads,Performance_Shopping,263,155,161,87,15,533,19300
2023-01-21,TikTok Ads,Remarketing_Display,151,62,94,47,10,373,14590
2023-01-21,TikTok Ads,Lead_Generation,336,203,236,85,15,668,24010
2023-01-21,TikTok Ads,Display_Generico,507,302,325,148,34,1019,36790
2023-01-21,TikTok Ads,Video_Awareness_Amplo,563,335,363,173,27,1133,40900
2023-01-22,Google Ads,Performance_Search,256,150,153,91,12,521,18900
2023-01-22,Google Ads,Performance_Shopping,171,101,106,56,9,346,12520
2023-01-22,Google Ads,Remarketing_Display,45,18,26,19,0,112,4410
2023-01-22,Google Ads,Lead_Generation,168,99,103,55,10,340,12330
2023-01-22,Google Ads,Display_Generico,309,185,206,92,11,619,22300
2023-01-22,Google Ads,Video_Awareness_Amplo,320,192,214,90,16,640,23040
2023-01-22,Meta Ads,Performance_Search,149,88,93,47,9,301,10910
2023-01-22,Meta Ads,Performance_Shopping,274,164,180,83,11,549,19780
2023-01-22,Meta Ads,Remarketing_Display,131,54,91,34,6,323,12630
2023-01-22,Meta Ads,Lead_Generation,136,80,82,49,5,276,10000
2023-01-22,Meta Ads,Display_Generico,422,251,272,122,28,849,30670
2023-01-22,Meta Ads,Video_Awareness_Amplo,413,248,278,116,19,825,29710
2023-01-22,TikTok Ads,Performance_Search,292,174,192,84,16,587,21180
2023-01-22,TikTok Ads,Performance_Shopping,441,261,272,149,20,891,32220
2023-01-22,TikTok Ads,Remarketing_Display,159,65,99,51,9,394,15400
2023-01-22,TikTok Ads,Lead_Generation,361,215,235,111,15,726,26200
2023-01-22,TikTok Ads,Display_Generico,397,236,254,114,29,799,28870
2023-01-22,TikTok Ads,Video_Awareness_Amplo,468,278,295,150,23,943,34060
2023-01-23,Google Ads,Performance_Search,360,216,240,106,14,720,25920
2023-01-23,Google Ads,Performance_Shopping,228,134,134,75,19,463,16780
2023-01-23,Google Ads,Remarketing_Display,87,36,58,25,4,214,8370
2023-01-23,Google Ads,Lead_Generation,219,132,156,56,7,436,15690
2023-01-23,Google Ads,Display_Generico,335,199,215,104,16,675,24380
2023-01-23,Google Ads,Video_Awareness_Amplo,306,184,208,81,17,611,21980
2023-01-23,Meta Ads,Performance_Search,250,149,161,76,13,502,18130
2023-01-23,Meta Ads,Performance_Shopping,382,228,251,113,18,767,27660
2023-01-23,Meta Ads,Remarketing_Display,198,81,121,64,13,490,19170
2023-01-23,Meta Ads,Lead_Generation,348,210,242,97,9,693,24900
2023-01-23,Meta Ads,Display_Generico,456,271,293,146,17,918,33170
2023-01-23,Meta Ads,Video_Awareness_Amplo,409,245,272,119,18,819,29500
2023-01-23,TikTok Ads,Performance_Search,530,318,359,149,22,1060,38160
2023-01-23,TikTok Ads,Performance_Shopping,512,304,320,166,26,1032,37280
2023-01-23,TikTok Ads,Remarketing_Display,216,89,135,69,12,533,20830
2023-01-23,TikTok Ads,Lead_Generation,324,194,217,94,13,649,23380
2023-01-23,TikTok Ads,Display_Generico,907,542,592,279,36,1819,65590
2023-01-23,TikTok Ads,Video_Awareness_Amplo,751,449,493,224,34,1506,54280
2023-01-24,Google Ads,Performance_Search,259,155,172,74,13,519,18700
2023-01-24,Google Ads,Performance_Shopping,274,163,176,84,14,551,19910
2023-01-24,Google Ads,Remarketing_Display,134,54,80,40,14,334,13080
2023-01-24,Google Ads,Lead_Generation,161,96,105,54,2,323,11670
2023-01-24,Google Ads,Display_Generico,489,292,319,139,31,981,35390
2023-01-24,Google Ads,Video_Awareness_Amplo,304,179,184,106,14,616,22330
2023-01-24,Meta Ads,Performance_Search,269,161,177,79,13,539,19420
2023-01-24,Meta Ads,Performance_Shopping,226,137,166,55,5,448,16090
2023-01-24,Meta Ads,Remarketing_Display,144,60,104,34,6,354,13800
2023-01-24,Meta Ads,Lead_Generation,337,200,210,103,24,679,24550
2023-01-24,Meta Ads,Display_Generico,421,252,279,122,20,843,30390
2023-01-24,Meta Ads,Video_Awareness_Amplo,765,457,497,233,35,1535,55340
2023-01-24,TikTok Ads,Performance_Search,549,327,351,173,25,1104,39840
2023-01-24,TikTok Ads,Performance_Shopping,563,338,378,165,20,1125,40510
2023-01-24,TikTok Ads,Remarketing_Display,264,111,191,60,13,646,25170
2023-01-24,TikTok Ads,Lead_Generation,318,190,210,97,11,638,23000
2023-01-24,TikTok Ads,Display_Generico,686,409,445,202,39,1378,49730
2023-01-24,TikTok Ads,Video_Awareness_Amplo,1086,652,728,313,45,2171,78140
2023-01-25,Google Ads,Performance_Search,311,187,211,87,13,621,22340
2023-01-25,Google Ads,Performance_Shopping,252,151,167,78,7,504,18170
2023-01-25,Google Ads,Remarketing_Display,104,42,60,36,8,259,10140
2023-01-25,Google Ads,Lead_Generation,302,180,194,90,18,607,21900
2023-01-25,Google Ads,Display_Generico,374,223,240,111,23,751,27110
2023-01-25,Google Ads,Video_Awareness_Amplo,490,291,308,158,24,987,35670
2023-01-25,Meta Ads,Performance_Search,200,120,134,50,16,400,14400
2023-01-25,Meta Ads,Performance_Shopping,455,271,290,143,22,915,33020
2023-01-25,Meta Ads,Remarketing_Display,126,52,88,35,3,311,12140
2023-01-25,Meta Ads,Lead_Generation,253,150,157,87,9,510,18450
2023-01-25,Meta Ads,Display_Generico,555,331,358,163,34,1115,40220
2023-01-25,Meta Ads,Video_Awareness_Amplo,627,377,427,169,31,1252,45040
2023-01-25,TikTok Ads,Performance_Search,592,354,388,167,37,1187,42780
2023-01-25,TikTok Ads,Performance_Shopping,298,177,188,98,12,600,21690
2023-01-25,TikTok Ads,Remarketing_Display,220,92,152,55,13,540,21040
2023-01-25,TikTok Ads,Lead_Generation,322,191,204,97,21,649,23470
2023-01-25,TikTok Ads,Display_Generico,846,504,540,262,44,1701,61380
2023-01-25,TikTok Ads,Video_Awareness_Amplo,1019,607,650,305,64,2049,73940
2023-01-26,Google Ads,Performance_Search,325,191,192,115,18,660,23920
2023-01-26,Google Ads,Performance_Shopping,193,116,132,52,9,385,13870
2023-01-26,Google Ads,Remarketing_Display,93,38,56,29,8,230,9010
2023-01-26,Google Ads,Lead_Generation,212,126,135,66,11,427,15420
2023-01-26,Google Ads,Display_Generico,318,190,209,89,20,638,23000
2023-01-26,Google Ads,Video_Awareness_Amplo,342,204,221,95,26,687,24780
2023-01-26,Meta Ads,Performance_Search,375,222,235,121,19,757,27390
2023-01-26,Meta Ads,Performance_Shopping,444,265,291,130,23,891,32150
2023-01-26,Meta Ads,Remarketing_Display,145,60,97,38,10,357,13950
2023-01-26,Meta Ads,Lead_Generation,245,145,155,85,5,495,17900
2023-01-26,Meta Ads,Display_Generico,522,312,341,155,26,1047,37740
2023-01-26,Meta Ads,Video_Awareness_Amplo,748,445,476,233,39,1505,54350
2023-01-26,TikTok Ads,Performance_Search,661,394,425,200,36,1328,47930
2023-01-26,TikTok Ads,Performance_Shopping,631,377,412,188,31,1266,45640
2023-01-26,TikTok Ads,Remarketing_Display,263,109,178,72,13,648,25280
2023-01-26,TikTok Ads,Lead_Generation,617,368,402,186,29,1239,44710
2023-01-26,TikTok Ads,Display_Generico,995,595,653,281,61,1995,71900
2023-01-26,TikTok Ads,Video_Awareness_Amplo,637,378,402,199,36,1284,46410
2023-01-27,Google Ads,Performance_Search,234,138,145,77,12,474,17160
2023-01-27,Google Ads,Performance_Shopping,267,158,167,86,14,539,19510
2023-01-27,Google Ads,Remarketing_Display,105,42,56,39,10,262,10290
2023-01-27,Google Ads,Lead_Generation,185,109,112,66,7,375,13580
2023-01-27,Google Ads,Display_Generico,405,243,276,113,16,810,29160
2023-01-27,Google Ads,Video_Awareness_Amplo,489,290,305,160,24,986,35650
2023-01-27,Meta Ads,Performance_Search,393,235,257,110,26,788,28400
2023-01-27,Meta Ads,Performance_Shopping,401,238,255,125,21,808,29210
2023-01-27,Meta Ads,Remarketing_Display,175,73,123,51,1,430,16760
2023-01-27,Meta Ads,Lead_Generation,330,194,199,114,17,670,24280
2023-01-27,Meta Ads,Display_Generico,750,447,484,230,36,1507,54390
2023-01-27,Meta Ads,Video_Awareness_Amplo,688,406,418,227,43,1393,50420
2023-01-27,TikTok Ads,Performance_Search,630,377,416,185,29,1262,45490
2023-01-27,TikTok Ads,Performance_Shopping,697,416,455,195,47,1399,50470
2023-01-27,TikTok Ads,Remarketing_Display,254,105,169,74,11,626,24450
2023-01-27,TikTok Ads,Lead_Generation,501,300,333,136,32,1003,36150
2023-01-27,TikTok Ads,Display_Generico,684,411,460,195,29,1366,49170
2023-01-27,TikTok Ads,Video_Awareness_Amplo,641,382,416,188,37,1288,46490
2023-01-28,Google Ads,Performance_Search,201,120,132,61,8,403,14550
2023-01-28,Google Ads,Performance_Shopping,132,78,84,43,5,267,9660
2023-01-28,Google Ads,Remarketing_Display,70,29,47,18,5,172,6730
2023-01-28,Google Ads,Lead_Generation,189,112,118,59,12,381,13790
2023-01-28,Google Ads,Display_Generico,201,120,131,59,11,403,14550
2023-01-28,Google Ads,Video_Awareness_Amplo,268,160,178,78,12,538,19400
2023-01-28,Meta Ads,Performance_Search,198,118,128,54,16,398,14360
2023-01-28,Meta Ads,Performance_Shopping,169,102,119,40,10,336,12090
2023-01-28,Meta Ads,Remarketing_Display,85,33,42,39,4,215,8460
2023-01-28,Meta Ads,Lead_Generation,150,89,95,48,7,302,10930
2023-01-28,Meta Ads,Display_Generico,301,179,196,92,13,606,21880
2023-01-28,Meta Ads,Video_Awareness_Amplo,321,191,207,97,17,646,23320
2023-01-28,TikTok Ads,Performance_Search,383,226,234,124,25,775,28070
2023-01-28,TikTok Ads,Performance_Shopping,487,290,315,152,20,979,35350
2023-01-28,TikTok Ads,Remarketing_Display,132,54,81,48,3,327,12780
2023-01-28,TikTok Ads,Lead_Generation,262,157,174,67,21,524,18890
2023-01-28,TikTok Ads,Display_Generico,395,237,265,103,27,790,28440
2023-01-28,TikTok Ads,Video_Awareness_Amplo,727,436,487,205,35,1454,52370
2023-01-29,Google Ads,Performance_Search,121,72,77,38,6,243,8790
2023-01-29,Google Ads,Performance_Shopping,225,133,139,71,15,455,16460
2023-01-29,Google Ads,Remarketing_Display,66,27,45,19,2,163,6390
2023-01-29,Google Ads,Lead_Generation,122,73,80,36,6,244,8810
2023-01-29,Google Ads,Display_Generico,230,140,170,50,10,455,16300
2023-01-29,Google Ads,Video_Awareness_Amplo,205,122,136,56,13,412,14890
2023-01-29,Meta Ads,Performance_Search,282,169,192,73,17,564,20330
2023-01-29,Meta Ads,Performance_Shopping,274,162,172,89,13,554,20040
2023-01-29,Meta Ads,Remarketing_Display,107,44,73,27,7,264,10330
2023-01-29,Meta Ads,Lead_Generation,142,85,97,38,7,284,10250
2023-01-29,Meta Ads,Display_Generico,374,224,249,105,20,749,26980
2023-01-29,Meta Ads,Video_Awareness_Amplo,270,161,175,73,22,542,19570
2023-01-29,TikTok Ads,Performance_Search,200,119,131,57,12,402,14530
2023-01-29,TikTok Ads,Performance_Shopping,232,138,152,72,8,467,16860
2023-01-29,TikTok Ads,Remarketing_Display,107,44,68,33,6,264,10330
2023-01-29,TikTok Ads,Lead_Generation,259,154,169,78,12,521,18830
2023-01-29,TikTok Ads,Display_Generico,421,251,274,126,21,846,30520
2023-01-29,TikTok Ads,Video_Awareness_Amplo,556,329,344,183,29,1123,40630
2023-01-30,Google Ads,Performance_Search,318,190,211,94,13,638,23000
2023-01-30,Google Ads,Performance_Shopping,172,103,117,48,7,344,12410
2023-01-30,Google Ads,Remarketing_Display,112,46,74,33,5,277,10820
2023-01-30,Google Ads,Lead_Generation,333,201,232,83,18,663,23820
2023-01-30,Google Ads,Display_Generico,488,290,309,146,33,983,35500
2023-01-30,Google Ads,Video_Awareness_Amplo,319,191,216,88,15,639,23020
2023-01-30,Meta Ads,Performance_Search,235,140,153,66,16,472,17050
2023-01-30,Meta Ads,Performance_Shopping,322,189,193,107,22,654,23730
2023-01-30,Meta Ads,Remarketing_Display,169,69,101,59,9,419,16380
2023-01-30,Meta Ads,Lead_Generation,462,277,313,123,26,924,33290
2023-01-30,Meta Ads,Display_Generico,730,435,470,222,38,1467,52950
2023-01-30,Meta Ads,Video_Awareness_Amplo,581,346,371,182,28,1168,42170
2023-01-30,TikTok Ads,Performance_Search,301,178,185,101,15,608,22010
2023-01-30,TikTok Ads,Performance_Shopping,668,400,444,189,35,1338,48200
2023-01-30,TikTok Ads,Remarketing_Display,211,88,148,54,9,518,20210
2023-01-30,TikTok Ads,Lead_Generation,467,280,316,131,20,934,33650
2023-01-30,TikTok Ads,Display_Generico,875,523,572,257,46,1755,63260
2023-01-30,TikTok Ads,Video_Awareness_Amplo,693,413,446,206,41,1393,50260
2023-01-31,Google Ads,Performance_Search,275,166,191,72,12,547,19670
2023-01-31,Google Ads,Performance_Shopping,225,135,150,63,12,450,16200
2023-01-31,Google Ads,Remarketing_Display,122,52,94,24,4,297,11540
2023-01-31,Google Ads,Lead_Generation,171,102,112,56,3,343,12390
2023-01-31,Google Ads,Display_Generico,356,216,258,85,13,706,25320
2023-01-31,Google Ads,Video_Awareness_Amplo,395,237,267,106,22,790,28440
2023-01-31,Meta Ads,Performance_Search,346,206,226,105,15,696,25120
2023-01-31,Meta Ads,Performance_Shopping,394,234,247,125,22,794,28680
2023-01-31,Meta Ads,Remarketing_Display,165,67,96,60,9,410,16040
2023-01-31,Meta Ads,Lead_Generation,300,178,187,93,20,605,21860
2023-01-31,Meta Ads,Display_Generico,747,447,494,217,36,1497,53940
2023-01-31,Meta Ads,Video_Awareness_Amplo,592,353,381,175,36,1189,42910
2023-01-31,TikTok Ads,Performance_Search,383,230,259,110,14,765,27550
2023-01-31,TikTok Ads,Performance_Shopping,261,157,177,74,10,521,18740
2023-01-31,TikTok Ads,Remarketing_Display,268,111,179,78,11,660,25770
2023-01-31,TikTok Ads,Lead_Generation,595,354,377,190,28,1197,43230
2023-01-31,TikTok Ads,Display_Generico,624,374,415,175,34,1249,44980
2023-01-31,TikTok Ads,Video_Awareness_Amplo,755,451,494,221,40,1515,54620
2023-02-01,Google Ads,Performance_Search,326,194,210,99,17,656,23680
2023-02-01,Google Ads,Performance_Shopping,353,212,240,96,17,705,25390
2023-02-01,Google Ads,Remarketing_Display,146,59,86,57,3,363,14230
2023-02-01,Google Ads,Lead_Generation,319,190,207,94,18,641,23150
2023-02-01,Google Ads,Display_Generico,505,299,315,165,25,1020,36880
2023-02-01,Google Ads,Video_Awareness_Amplo,419,250,270,129,20,841,30350
2023-02-01,Meta Ads,Performance_Search,356,214,246,86,24,711,25580
2023-02-01,Meta Ads,Performance_Shopping,430,254,264,145,21,870,31480
2023-02-01,Meta Ads,Remarketing_Display,160,67,112,43,5,392,15290
2023-02-01,Meta Ads,Lead_Generation,287,172,190,81,16,574,20690
2023-02-01,Meta Ads,Display_Generico,583,347,373,177,33,1173,42340
2023-02-01,Meta Ads,Video_Awareness_Amplo,705,419,446,223,36,1420,51280
2023-02-01,TikTok Ads,Performance_Search,455,274,313,120,22,907,32630
2023-02-01,TikTok Ads,Performance_Shopping,382,227,241,125,16,769,27790
2023-02-01,TikTok Ads,Remarketing_Display,240,98,144,82,14,595,23260
2023-02-01,TikTok Ads,Lead_Generation,385,229,247,123,15,775,27980
2023-02-01,TikTok Ads,Display_Generico,830,497,548,242,40,1662,59890
2023-02-01,TikTok Ads,Video_Awareness_Amplo,995,595,650,277,68,1995,71900
2023-02-02,Google Ads,Performance_Search,378,226,251,113,14,758,27320
2023-02-02,Google Ads,Performance_Shopping,173,103,116,50,7,348,12560
2023-02-02,Google Ads,Remarketing_Display,105,43,69,30,6,260,10160
2023-02-02,Google Ads,Lead_Generation,207,121,122,75,10,422,15320
2023-02-02,Google Ads,Display_Generico,486,289,309,155,22,978,35330
2023-02-02,Google Ads,Video_Awareness_Amplo,465,277,301,145,19,935,33740
2023-02-02,Meta Ads,Performance_Search,433,257,275,130,28,873,31540
2023-02-02,Meta Ads,Performance_Shopping,376,223,238,115,23,758,27410
2023-02-02,Meta Ads,Remarketing_Display,151,62,100,42,9,373,14590
2023-02-02,Meta Ads,Lead_Generation,479,282,286,167,26,971,35190
2023-02-02,Meta Ads,Display_Generico,706,420,452,218,36,1421,51300
2023-02-02,Meta Ads,Video_Awareness_Amplo,707,421,451,225,31,1422,51320
2023-02-02,TikTok Ads,Performance_Search,532,316,336,168,28,1072,38720
2023-02-02,TikTok Ads,Performance_Shopping,817,490,548,238,31,1634,58850
2023-02-02,TikTok Ads,Remarketing_Display,156,64,99,48,9,386,15080
2023-02-02,TikTok Ads,Lead_Generation,614,364,386,196,32,1239,44780
2023-02-02,TikTok Ads,Display_Generico,738,440,479,224,35,1483,53500
2023-02-02,TikTok Ads,Video_Awareness_Amplo,966,572,597,318,51,1951,70540
2023-02-03,Google Ads,Performance_Search,201,120,133,59,9,403,14550
2023-02-03,Google Ads,Performance_Shopping,315,186,196,99,20,637,23070
2023-02-03,Google Ads,Remarketing_Display,93,38,62,28,3,230,9010
2023-02-03,Google Ads,Lead_Generation,296,178,203,79,14,591,21260
2023-02-03,Google Ads,Display_Generico,419,248,260,144,15,846,30610
2023-02-03,Google Ads,Video_Awareness_Amplo,363,218,247,97,19,725,26110
2023-02-03,Meta Ads,Performance_Search,335,197,203,117,15,680,24640
2023-02-03,Meta Ads,Performance_Shopping,417,250,280,108,29,834,30050
2023-02-03,Meta Ads,Remarketing_Display,205,85,137,54,14,505,19700
2023-02-03,Meta Ads,Lead_Generation,383,230,262,105,16,765,27550
2023-02-03,Meta Ads,Display_Generico,584,345,359,188,37,1181,42750
2023-02-03,Meta Ads,Video_Awareness_Amplo,536,318,339,170,27,1081,39060
2023-02-03,TikTok Ads,Performance_Search,399,237,256,122,21,804,29040
2023-02-03,TikTok Ads,Performance_Shopping,408,245,275,118,15,815,29350
2023-02-03,TikTok Ads,Remarketing_Display,313,129,196,98,19,773,30180
2023-02-03,TikTok Ads,Lead_Generation,519,309,332,161,26,1044,37680
2023-02-03,TikTok Ads,Display_Generico,926,555,619,261,46,1853,66750
2023-02-03,TikTok Ads,Video_Awareness_Amplo,890,532,581,266,43,1785,64340
2023-02-04,Google Ads,Performance_Search,111,65,68,38,5,226,8200
2023-02-04,Google Ads,Performance_Shopping,180,107,117,54,9,362,13090
2023-02-04,Google Ads,Remarketing_Display,66,27,48,14,4,163,6390
2023-02-04,Google Ads,Lead_Generation,223,133,145,67,11,448,16160
2023-02-04,Google Ads,Display_Generico,329,196,215,102,12,661,23870
2023-02-04,Google Ads,Video_Awareness_Amplo,285,169,177,96,12,575,20780
2023-02-04,Meta Ads,Performance_Search,316,189,208,89,19,633,22830
2023-02-04,Meta Ads,Performance_Shopping,146,86,92,48,6,296,10720
2023-02-04,Meta Ads,Remarketing_Display,77,31,47,25,5,192,7520
2023-02-04,Meta Ads,Lead_Generation,204,122,135,55,14,409,14740
2023-02-04,Meta Ads,Display_Generico,394,234,250,128,16,794,28680
2023-02-04,Meta Ads,Video_Awareness_Amplo,462,277,311,130,21,924,33290
2023-02-04,TikTok Ads,Performance_Search,362,218,249,99,14,722,25960
2023-02-04,TikTok Ads,Performance_Shopping,439,263,291,128,20,879,31660
2023-02-04,TikTok Ads,Remarketing_Display,134,55,81,40,13,331,12950
2023-02-04,TikTok Ads,Lead_Generation,438,260,279,137,22,883,31900
2023-02-04,TikTok Ads,Display_Generico,540,323,356,147,37,1082,39010
2023-02-04,TikTok Ads,Video_Awareness_Amplo,407,242,260,130,17,819,29590
2023-02-05,Google Ads,Performance_Search,203,120,129,64,10,410,14850
2023-02-05,Google Ads,Performance_Shopping,226,133,139,70,17,458,16610
2023-02-05,Google Ads,Remarketing_Display,42,17,30,9,3,104,4090
2023-02-05,Google Ads,Lead_Generation,151,89,96,48,7,306,11080
2023-02-05,Google Ads,Display_Generico,361,212,216,116,29,733,26590
2023-02-05,Google Ads,Video_Awareness_Amplo,305,182,201,79,25,612,22090
2023-02-05,Meta Ads,Performance_Search,148,89,100,42,6,295,10630
2023-02-05,Meta Ads,Performance_Shopping,242,144,155,75,12,487,17580
2023-02-05,Meta Ads,Remarketing_Display,108,44,64,41,3,268,10480
2023-02-05,Meta Ads,Lead_Generation,239,143,162,63,14,479,17260
2023-02-05,Meta Ads,Display_Generico,423,253,283,122,18,848,30560
2023-02-05,Meta Ads,Video_Awareness_Amplo,362,214,226,120,16,732,26480
2023-02-05,TikTok Ads,Performance_Search,417,251,284,107,26,832,29920
2023-02-05,TikTok Ads,Performance_Shopping,311,187,215,84,12,621,22340
2023-02-05,TikTok Ads,Remarketing_Display,196,80,123,59,14,486,19000
2023-02-05,TikTok Ads,Lead_Generation,213,129,150,49,14,423,15180
2023-02-05,TikTok Ads,Display_Generico,605,362,399,177,29,1212,43690
2023-02-05,TikTok Ads,Video_Awareness_Amplo,451,270,300,121,30,903,32550
2023-02-06,Google Ads,Performance_Search,276,163,172,94,10,558,20210
2023-02-06,Google Ads,Performance_Shopping,211,127,146,59,6,421,15140
2023-02-06,Google Ads,Remarketing_Display,137,57,95,38,4,337,13140
2023-02-06,Google Ads,Lead_Generation,141,85,98,33,10,281,10100
2023-02-06,Google Ads,Display_Generico,540,320,337,177,26,1090,39400
2023-02-06,Google Ads,Video_Awareness_Amplo,360,214,229,113,18,725,26180
2023-02-06,Meta Ads,Performance_Search,332,197,213,105,14,669,24190
